t_end,t_start,Driver's Exit Time,Driver's Return Time,Notes,Packages?,Queue,TNC Sign,Passenger Access Door,Trunk Access,Zone,week,right_censor,left_censor,Dwell_time,Conflict_long,Conflict_short,Site,Bound,event_type,event_type_TRB,loc_type,loc_type_short,Num_individuals,veh_type,veh_type_short,curb_use_type,Taxi_x,Paid_x,Unauth_x,Unknown_x,0-10,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-200,Volume,Mean_SPD,Condition,Temp_(F),Taxi_y,Paid_y,Unauth_y,Unknown_y,All_occup,PLZ_occup,garage_occup,period
2019-01-10 08:26:21,2019-01-10 08:26:14,,,,No,0.0,,Front,No,16,3,1,1,0.11666666666666667,veh-ped,veh-ped,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12.333333333333334,Cloudy,47,0,1,1,0,4,0,0.4238124731202249,Morning
2019-01-10 08:26:28,2019-01-10 08:26:17,,,,no,0.0,,front,no,4,3,1,1,0.18333333333333332,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.0,Cloudy,47,0,1,1,0,3,0,0.4238124731202249,Morning
2019-01-10 08:26:34,2019-01-10 08:26:22,,,,No,1.0,No,Back,No,16,3,1,1,0.2,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12.333333333333334,Cloudy,47,0,1,1,0,4,0,0.4238124731202249,Morning
2019-01-10 08:27:03,2019-01-10 08:26:36,,,Accesses backseat to grab backpack.,No,0.0,,Both,No,12,3,1,1,0.45,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Commercial vehicle load zone,0,0,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12.333333333333334,Cloudy,47,0,1,0,0,4,0,0.4238124731202249,Morning
2019-01-10 08:27:47,2019-01-10 08:26:42,,,Did not exit vehicle,no,0.0,,,no,6,3,1,1,1.0833333333333333,None,None,BTW Thomas & Harrison St,SB,Parked,Other,Curb,Curb,0.0,Passenger vehicle,Passenger vehicle,Passenger load zone,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.0,Cloudy,47,0,0,0,0,2,1,0.4238124731202249,Morning
2019-01-10 08:27:28,2019-01-10 08:27:12,,,,no,0.0,no,both,no,26,3,1,1,0.26666666666666666,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Half and Half,Curb,2.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.833333333333334,Cloudy,47,0,0,1,0,1,0,0.4238124731202249,Morning
2019-01-10 08:27:28,2019-01-10 08:27:21,,,,No,0.0,Yes,Back,No,18,3,1,1,0.11666666666666667,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12.333333333333334,Cloudy,47,0,1,0,0,3,0,0.4238124731202249,Morning
2019-01-10 08:28:23,2019-01-10 08:27:39,,,,no,0.0,,front,no,2,3,1,1,0.7333333333333333,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.0,Cloudy,47,0,1,0,0,3,1,0.4238124731202249,Morning
2019-01-10 08:28:12,2019-01-10 08:27:54,,,Did not exit vehicle,no,0.0,,,no,23,3,1,1,0.3,None,None,BTW Thomas & John St,SB,Parked,Other,Curb,Curb,0.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.833333333333334,Cloudy,47,0,1,0,0,1,0,0.4238124731202249,Morning
2019-01-10 08:28:40,2019-01-10 08:28:28,,,,no,0.0,no,back,no,25,3,1,1,0.2,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.833333333333334,Cloudy,47,0,0,0,0,1,0,0.4238124731202249,Morning
2019-01-10 08:33:32,2019-01-10 08:29:13,,,,no,0.0,,front,yes,4,3,1,1,4.316666666666666,pass thru,veh-veh,BTW Thomas & Harrison St,SB,Parked,Parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.0,Cloudy,47,0,1,0,0,2,0,0.4238124731202249,Morning
2019-01-10 08:31:30,2019-01-10 08:30:49,,,,no,0.0,,front,no,2,3,1,1,0.6833333333333333,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11.428571428571429,Cloudy,47,0,2,0,0,3,0,0.44350638343201626,Morning
2019-01-10 08:31:00,2019-01-10 08:30:50,,,,No,0.0,,Front,No,10,3,1,1,0.16666666666666666,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Street,Street,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.23076923076923,Cloudy,47,0,1,1,0,2,0,0.44350638343201626,Morning
2019-01-10 08:31:38,2019-01-10 08:31:20,,,,No,0.0,,Front,No,19,3,1,1,0.3,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.23076923076923,Cloudy,47,0,1,1,0,2,0,0.44350638343201626,Morning
2019-01-10 08:31:49,2019-01-10 08:31:31,,,,No,0.0,No,Both,No,18,3,1,1,0.3,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,2.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.23076923076923,Cloudy,47,0,1,1,0,3,0,0.44350638343201626,Morning
2019-01-10 08:31:50,2019-01-10 08:31:32,,,,No,0.0,Yes,Front,No,11,3,1,1,0.3,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Paid parking,0,1,0,0,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.23076923076923,Cloudy,47,0,2,1,0,4,0,0.44350638343201626,Morning
2019-01-10 08:31:57,2019-01-10 08:31:44,,,,no,0.0,no,back,no,2,3,1,1,0.21666666666666667,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Paid parking,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11.428571428571429,Cloudy,47,0,2,0,0,3,0,0.44350638343201626,Morning
2019-01-10 08:33:05,2019-01-10 08:32:47,,,,No,0.0,No,Back,Yes,18,3,1,1,0.3,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.23076923076923,Cloudy,47,0,1,0,0,2,0,0.44350638343201626,Morning
2019-01-10 08:33:21,2019-01-10 08:33:02,,,,no,0.0,no,back,no,2,3,1,1,0.31666666666666665,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Paid parking,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11.428571428571429,Cloudy,47,0,2,0,0,3,0,0.44350638343201626,Morning
2019-01-10 08:33:42,2019-01-10 08:33:31,,,,No,0.0,No,Back,No,16,3,1,1,0.18333333333333332,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.23076923076923,Cloudy,47,0,1,1,0,2,0,0.44350638343201626,Morning
2019-01-10 08:35:28,2019-01-10 08:34:48,,,,no,0.0,,both,no,4,3,1,1,0.6666666666666666,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,3.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11.428571428571429,Cloudy,47,0,1,0,0,2,0,0.44350638343201626,Morning
2019-01-10 08:36:16,2019-01-10 08:36:02,,,,no,0.0,no,back,no,25,3,1,1,0.23333333333333334,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.857142857142858,Cloudy,47,0,0,0,0,1,0,0.46217094426257416,Morning
2019-01-10 10:00:00,2019-01-10 08:36:47,,,,no,0.0,,front,no,2,3,1,1,83.21666666666667,None,None,BTW Thomas & Harrison St,SB,Parked,Parked,Curb,Curb,1.0,Large passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.5,Cloudy,47,0,1,0,0,2,0,0.46217094426257416,Morning
2019-01-10 08:37:58,2019-01-10 08:37:36,,,,no,0.0,,back,yes,25,3,1,1,0.36666666666666664,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Passenger load zone,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.857142857142858,Cloudy,47,0,0,0,0,1,0,0.46217094426257416,Morning
2019-01-10 08:38:04,2019-01-10 08:37:45,,,,no,0.0,yes,back,no,23,3,1,1,0.31666666666666665,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Paid parking,0,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.857142857142858,Cloudy,47,0,1,0,0,2,0,0.46217094426257416,Morning
2019-01-10 09:17:23,2019-01-10 08:37:46,,,,no,0.0,,front,no,2,3,1,1,39.61666666666667,None,None,BTW Thomas & Harrison St,SB,Parked,Parked,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.5,Cloudy,47,0,2,0,0,3,0,0.46217094426257416,Morning
2019-01-10 09:43:15,2019-01-10 08:37:49,,,,no,0.0,,both,no,4,3,1,1,65.43333333333334,veh-veh,veh-veh,BTW Thomas & Harrison St,SB,Parked,Parked,Curb,Curb,2.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.5,Cloudy,47,0,3,0,0,4,0,0.46217094426257416,Morning
2019-01-10 08:38:05,2019-01-10 08:37:53,,,,no,0.0,,both,no,6,3,1,1,0.2,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,2.0,Passenger vehicle,Passenger vehicle,Passenger load zone,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.5,Cloudy,47,0,3,0,0,5,1,0.46217094426257416,Morning
2019-01-10 08:39:14,2019-01-10 08:38:20,,,Did not exit vehicle,no,0.0,,,no,23,3,1,1,0.9,None,None,BTW Thomas & John St,SB,Parked,Other,Curb,Curb,0.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.857142857142858,Cloudy,47,0,1,0,0,1,0,0.46217094426257416,Morning
2019-01-10 08:38:49,2019-01-10 08:38:30,,,,no,0.0,no,back,no,25,3,1,1,0.31666666666666665,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.857142857142858,Cloudy,47,0,1,0,0,2,0,0.46217094426257416,Morning
2019-01-10 08:40:13,2019-01-10 08:39:56,,,,no,0.0,yes,back,no,2,3,1,1,0.2833333333333333,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Paid parking,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.5,Cloudy,47,0,4,0,0,5,0,0.46217094426257416,Morning
2019-01-10 08:40:57,2019-01-10 08:40:06,,,,No,0.0,No,Back,No,18,3,1,1,0.85,None,None,BTW Thomas & Harrison St,NB,Passenger load,Passenger load,Curb,Curb,1.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.807692307692308,Cloudy,47,0,1,0,0,2,0,0.4899493286278165,Morning
2019-01-10 08:43:13,2019-01-10 08:40:12,,,,No,0.0,No,Back,No,19,3,1,1,3.0166666666666666,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.807692307692308,Cloudy,47,0,1,1,0,3,0,0.4899493286278165,Morning
2019-01-10 08:42:50,2019-01-10 08:42:35,,,,No,0.0,No,Back,No,16,3,1,1,0.25,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.807692307692308,Cloudy,47,0,1,2,0,3,0,0.4899493286278165,Morning
2019-01-10 08:43:01,2019-01-10 08:42:49,,,,no,0.0,,front,no,3,3,1,1,0.2,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.666666666666666,Cloudy,47,0,3,1,0,6,1,0.4899493286278165,Morning
2019-01-10 08:43:23,2019-01-10 08:42:49,,,,no,0.0,,front,no,6,3,1,1,0.5666666666666667,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Passenger load zone,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.666666666666666,Cloudy,47,0,3,1,0,6,1,0.4899493286278165,Morning
2019-01-10 08:43:13,2019-01-10 08:43:04,,,,No,0.0,,Front,No,16,3,1,1,0.15,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.807692307692308,Cloudy,47,0,1,2,0,3,0,0.4899493286278165,Morning
2019-01-10 08:43:47,2019-01-10 08:43:20,,,Did not exit vehicle,no,0.0,,,no,2,3,1,1,0.45,None,None,BTW Thomas & Harrison St,SB,Parked,Other,Curb,Curb,0.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.666666666666666,Cloudy,47,0,4,0,0,6,1,0.4899493286278165,Morning
2019-01-10 08:43:47,2019-01-10 08:43:24,,,,no,0.0,,front,no,3,3,1,1,0.38333333333333336,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.666666666666666,Cloudy,47,0,4,1,0,6,0,0.4899493286278165,Morning
2019-01-10 08:43:48,2019-01-10 08:43:25,,,,No,0.0,,Front,No,16,3,1,1,0.38333333333333336,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.807692307692308,Cloudy,47,0,1,1,0,2,0,0.4899493286278165,Morning
2019-01-10 08:44:11,2019-01-10 08:44:00,,,,no,0.0,no,back,no,27,3,1,1,0.18333333333333332,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Charter bus / shuttle bus / taxi,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.25,Cloudy,47,1,0,0,0,1,0,0.4899493286278165,Morning
2019-01-10 08:44:14,2019-01-10 08:44:05,,,,no,0.0,yes,back,no,3,3,1,1,0.15,None,None,BTW Thomas & Harrison St,SB,Passenger load,Passenger load,Street,Street,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.666666666666666,Cloudy,47,0,3,1,0,5,0,0.4899493286278165,Morning
2019-01-10 08:44:49,2019-01-10 08:44:23,,,,No,0.0,Yes,Back,No,18,3,1,1,0.43333333333333335,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14.807692307692308,Cloudy,47,0,1,0,0,2,0,0.4899493286278165,Morning
2019-01-10 08:44:44,2019-01-10 08:44:30,,,,no,0.0,,front,no,2,3,1,1,0.23333333333333334,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.666666666666666,Cloudy,47,0,4,0,0,5,0,0.4899493286278165,Morning
2019-01-10 08:45:03,2019-01-10 08:44:32,,,Caused traffic to pass though oncoming lane,no,0.0,,front,no,3,3,1,1,0.5166666666666667,veh-veh,veh-veh,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Street,Street,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.666666666666666,Cloudy,47,0,4,1,0,6,0,0.4899493286278165,Morning
2019-01-10 08:46:12,2019-01-10 08:45:25,,,,No,0.0,Yes,Back,No,18,3,1,1,0.7833333333333333,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14.25,Cloudy,47,0,1,0,0,2,0,0.5122939967134031,Morning
2019-01-10 08:46:05,2019-01-10 08:45:45,,,forced 1 vehicle into oncoming traffic lane,No,0.0,Yes,Front,No,16,3,1,1,0.3333333333333333,veh-veh,veh-veh,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14.25,Cloudy,47,0,1,1,0,3,0,0.5122939967134031,Morning
2019-01-10 08:45:56,2019-01-10 08:45:46,,,,No,0.0,No,Back,No,19,3,1,1,0.16666666666666666,pass thru,veh-veh,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14.25,Cloudy,47,0,1,2,0,4,0,0.5122939967134031,Morning
2019-01-10 08:46:54,2019-01-10 08:46:17,,,,No,0.0,No,Back,No,19,3,1,1,0.6166666666666667,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14.25,Cloudy,47,0,1,1,0,2,0,0.5122939967134031,Morning
2019-01-10 08:49:04,2019-01-10 08:46:31,,,,no,0.0,,front,no,5,3,1,1,2.55,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10.9375,Cloudy,47,0,3,1,0,5,0,0.5122939967134031,Morning
2019-01-10 08:47:05,2019-01-10 08:46:52,,,,no,0.0,no,back,no,3,3,1,1,0.21666666666666667,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Street,Street,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10.9375,Cloudy,47,0,3,2,0,6,0,0.5122939967134031,Morning
2019-01-10 08:47:29,2019-01-10 08:47:14,,,,No,0.0,No,Both,No,18,3,1,1,0.25,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14.25,Cloudy,47,0,1,0,0,2,0,0.5122939967134031,Morning
2019-01-10 08:49:18,2019-01-10 08:49:02,,,,No,0.0,Yes,Back,No,18,3,1,1,0.26666666666666666,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14.25,Cloudy,47,0,1,0,0,2,0,0.5122939967134031,Morning
2019-01-10 08:49:28,2019-01-10 08:49:14,,,,no,0.0,,both,no,3,3,1,1,0.23333333333333334,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Unauthorized,0,0,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10.9375,Cloudy,47,0,3,1,0,5,0,0.5122939967134031,Morning
2019-01-10 08:51:13,2019-01-10 08:50:27,,,,no,0.0,,both,no,25,3,1,1,0.7666666666666667,veh-ped,veh-ped,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,Passenger vehicle,Passenger vehicle,Passenger load zone,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.142857142857143,Cloudy,47,0,0,0,0,1,0,0.539043031597412,Morning
2019-01-10 08:53:35,2019-01-10 08:52:56,,,,No,0.0,No,Both,Yes,18,3,1,1,0.65,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Curb,Curb,4.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.75,Cloudy,47,0,1,0,0,2,0,0.539043031597412,Morning
2019-01-10 10:00:00,2019-01-10 08:52:58,,,,no,0.0,,front,no,2,3,1,1,67.03333333333333,None,None,BTW Thomas & Harrison St,SB,Parked,Parked,Curb,Curb,1.0,Large passenger vehicle,Passenger vehicle,Paid parking,0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12.142857142857142,Cloudy,47,0,4,0,0,5,0,0.539043031597412,Morning
2019-01-10 08:55:07,2019-01-10 08:54:40,,,,no,0.0,yes,both,no,27,3,1,1,0.45,None,None,BTW Thomas & John St,SB,Passenger load,Passenger load,Curb,Curb,1.0,TNC,TNC & Taxi,Charter bus / shuttle bus / taxi,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.142857142857143,Cloudy,47,1,0,0,0,1,0,0.539043031597412,Morning
2019-01-10 08:55:27,2019-01-10 08:54:44,,,,no,0.0,,front,no,25,3,1,1,0.7166666666666667,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,Passenger vehicle,Passenger vehicle,Passenger load zone,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.142857142857143,Cloudy,47,1,0,0,0,2,0,0.539043031597412,Morning
2019-01-10 08:55:07,2019-01-10 08:54:44,,,,No,0.0,Yes,Both,No,18,3,1,1,0.38333333333333336,None,None,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,2.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.75,Cloudy,47,0,1,0,0,2,0,0.539043031597412,Morning
2019-01-10 08:55:34,2019-01-10 08:54:47,,,"Passenger accesses backseat to grab bag, forced 2 vehicles into oncoming traffic lane",No,1.0,Yes,Both,No,19,3,1,1,0.7833333333333333,veh-veh,veh-veh,BTW Thomas & Harrison St,NB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.75,Cloudy,47,0,1,1,0,3,0,0.539043031597412,Morning
2019-01-10 08:55:19,2019-01-10 08:55:02,,,,no,0.0,yes,back,no,25,3,1,1,0.2833333333333333,None,None,BTW Thomas & John St,SB,Passenger unload,Passenger unload,Half and Half,Curb,1.0,TNC,TNC & Taxi,Passenger load zone,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10.0,Cloudy,47,1,0,0,0,3,1,0.5583392089868607,Morning
2019-01-10 08:55:24,2019-01-10 08:55:16,,,,no,0.0,yes,back,no,3,3,1,1,0.13333333333333333,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13.75,Cloudy,47,0,4,1,0,6,0,0.5583392089868607,Morning
2019-01-10 08:55:34,2019-01-10 08:55:19,,,,no,0.0,no,back,yes,3,3,1,1,0.25,None,None,BTW Thomas & Harrison St,SB,Passenger unload,Passenger unload,Curb,Curb,1.0,TNC,TNC & Taxi,Unauthorized,0,0,1,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13.75,Cloudy,47,0,4,2,0,7,0,0.5583392089868607,Morning
